CNN,STREET,ST_TYPE,FROM_ST,TO_ST,SPEEDLIMIT,SCHOOLZONE,SCHOOLZONE_LIMIT,MTAB_DATE,MTAB_MOTION,MTAB_RESO_TEXT,STATUS,WORKORDER,shape
8744202,MARKET,ST,GEARY ST,03RD ST,20,,,20210119000000,210119-014,,I,21-02311,"MULTILINESTRING ((-122.4029 37.788105, -122.40339 37.78772, -122.40342 37.787636))"
8762201,MARKET,ST,BUCHANAN ST,RESERVOIR ST,25,,,,,,,,"MULTILINESTRING ((-122.42629 37.769596, -122.426544 37.76948, -122.42745 37.768764))"
8762101,MARKET,ST,BUCHANAN ST,DOLORES ST,25,,,,,,,,"MULTILINESTRING ((-122.42629 37.769596, -122.42631 37.76946, -122.42684 37.76904))"
8744201,MARKET,ST,MONTGOMERY ST,GEARY ST,20,,,20210119000000,210119-014,,I,21-02311,"MULTILINESTRING ((-122.402054 37.788715, -122.40215 37.788696, -122.4029 37.788105))"
8758202,MARKET,ST,GOUGH ST,VALENCIA ST,25,,,,,,,,"MULTILINESTRING ((-122.42217 37.772903, -122.422585 37.772583, -122.42261 37.7725))"
8743101,MARKET,ST,02ND ST,MONTGOMERY ST,20,,,20210119000000,210119-014,,I,21-02311,"MULTILINESTRING ((-122.40136 37.78926, -122.40139 37.789177, -122.40195 37.788734, -122.402054 37.788715))"
8762102,MARKET,ST,DOLORES ST,14TH ST,25,,,,,,,,"MULTILINESTRING ((-122.42684 37.76904, -122.42844 37.767784, -122.42864 37.76773))"
8764201,MARKET,ST,CHURCH ST,15TH ST,25,,,,,,,,"MULTILINESTRING ((-122.42893 37.767498, -122.42917 37.76741, -122.43073 37.76617, -122.43081 37.76601))"
8776203,MARKET,ST,GLENDALE ST,MORGAN ALY,35,,,,,,,,"MULTILINESTRING ((-122.44221 37.756634, -122.44195 37.756535, -122.44158 37.756504, -122.441284 37.75638, -122.44111 37.756172, -122.44108 37.7561, -122.4411 37.755882, -122.44128 37.755623, -122.4417 37.754982, -122.441826 37.75466))"
8764101,MARKET,ST,CHURCH ST,15TH ST,25,,,,,,,,"MULTILINESTRING ((-122.42893 37.767498, -122.42904 37.767307, -122.43058 37.76609, -122.43081 37.76601))"
8765201,MARKET,ST,15TH ST,SANCHEZ ST,0,,,,,,,,"MULTILINESTRING ((-122.43081 37.76601, -122.43094 37.765987, -122.431 37.765945, -122.431015 37.76586))"
8778000,MARNE,AVE,PORTOLA DR,MIRALOMA DR,0,,,,,,,,"MULTILINESTRING ((-122.45817 37.74063, -122.45818 37.74056, -122.4587 37.740288, -122.45911 37.74013))"
8779000,MARNE,AVE,MIRALOMA DR,JUANITA WAY,0,,,,,,,,"MULTILINESTRING ((-122.45911 37.74013, -122.45917 37.739864, -122.4591 37.73959, -122.45884 37.739155))"
8780000,MARS,ST,17TH ST,CORBETT AVE,0,,,,,,,,"MULTILINESTRING ((-122.44418 37.76194, -122.44453 37.76157, -122.444595 37.761242, -122.444336 37.76051))"
19511000,MARSHALL,ST,MASON ST,END: 0-0 BLOCK,0,,,,,,,,"MULTILINESTRING ((-122.45295 37.804382, -122.45295 37.804474, -122.45312 37.805256))"
19510000,MARSHALL,ST,GORGAS AVE,MASON ST,0,,,,,,,,"MULTILINESTRING ((-122.452736 37.8034, -122.45274 37.80354, -122.45295 37.80422, -122.45295 37.804382))"
8781000,MARSILY,ST,SAINT MARY'S AVE,BOSWORTH ST,0,,,,,,,,"MULTILINESTRING ((-122.42739 37.7345, -122.42777 37.734135, -122.42768 37.733547))"
8782000,MARSILY,ST,BOSWORTH ST,END: 100-199 BLOCK,0,,,,,,,,"MULTILINESTRING ((-122.42768 37.733547, -122.427605 37.73302))"
19810000,MARSTON,AVE,MARSTON AVE,WEST,0,,,,,,,,"MULTILINESTRING ((-122.4479 37.727448, -122.44816 37.727448))"
8783000,MARSTON,AVE,CIRCULAR AVE,EDNA ST,0,,,,,,,,"MULTILINESTRING ((-122.4453 37.727467, -122.44654 37.72746))"
19811000,MARSTON,AVE,WEST,CLOUD CIR,0,,,,,,,,"MULTILINESTRING ((-122.44816 37.727448, -122.44855 37.72754, -122.448845 37.72754, -122.449135 37.727493, -122.449425 37.727375, -122.44987 37.72662))"
8784000,MARSTON,AVE,EDNA ST,MARSTON AVE,0,,,,,,,,"MULTILINESTRING ((-122.44654 37.72746, -122.4479 37.727448))"
8785000,MARTHA,AVE,START: 1-32 BLOCK,BADEN ST,0,,,,,,,,"MULTILINESTRING ((-122.43904 37.733765, -122.43974 37.734024))"
8786000,MARTHA,AVE,BADEN ST,STILLINGS AVE,0,,,,,,,,"MULTILINESTRING ((-122.43974 37.734024, -122.44074 37.734383))"
8787000,MARTHA,AVE,STILLINGS AVE,CONGO ST,0,,,,,,,,"MULTILINESTRING ((-122.44074 37.734383, -122.44112 37.734787, -122.44115 37.734863, -122.44105 37.734966))"
11991000,MARTIN LUTHER KING JR,DR,TRANSVERSE DR,25TH AVE,0,,,,,,,,"MULTILINESTRING ((-122.47825 37.76591, -122.47836 37.76589, -122.47849 37.765884, -122.478615 37.765892, -122.47885 37.76594, -122.47902 37.766003, -122.4795 37.766216, -122.479904 37.766407, -122.48039 37.766575, -122.48084 37.766697, -122.48141 37.76678, -122.481735 37.766796, -122.48212 37.766785, -122.48236 37.766766))"
11998000,MARTIN LUTHER KING JR,DR,UNNAMED #173,GGP ACCESS ROAD,0,,,,,,,,"MULTILINESTRING ((-122.50796 37.76493, -122.50829 37.764816, -122.508354 37.76479))"
11999000,MARTIN LUTHER KING JR,DR,GGP ACCESS ROAD,LINCOLN WAY,0,,,,,,,,"MULTILINESTRING ((-122.508354 37.76479, -122.509346 37.764397, -122.50942 37.764225, -122.50939 37.764027))"
11987000,MARTIN LUTHER KING JR,DR,SOUTH TEA GARDEN DR,STOW LAKE DR,0,,,,,,,,"MULTILINESTRING ((-122.46974 37.769203, -122.47011 37.76922, -122.47059 37.769215, -122.47091 37.76919, -122.47128 37.76914, -122.47155 37.769062, -122.47182 37.76894, -122.47205 37.768784, -122.47223 37.768604, -122.47233 37.768444, -122.47242 37.76822, -122.47246 37.76806, -122.47249 37.76785, -122.47257 37.76763, -122.47263 37.767532))"
11992000,MARTIN LUTHER KING JR,DR,25TH AVE,METSON RD,0,,,,,,,,"MULTILINESTRING ((-122.48236 37.766766, -122.48259 37.76673, -122.48328 37.766563, -122.48355 37.766544, -122.48383 37.76654, -122.484146 37.766575, -122.484406 37.766644, -122.48461 37.76672, -122.48489 37.766853, -122.485214 37.766926, -122.485344 37.766937, -122.48559 37.76693, -122.485825 37.7669, -122.48609 37.766834, -122.48631 37.766735, -122.48671 37.766525, -122.48703 37.766354, -122.48755 37.76605, -122.48784 37.765892, -122.48806 37.765797, -122.48826 37.765736, -122.48868 37.76564, -122.48934 37.765507, -122.490005 37.765415, -122.49041 37.76539, -122.49072 37.76539, -122.49099 37.765404))"
11982000,MARTIN LUTHER KING JR,DR,BOWLING GREEN DR,07TH AVE,0,,,,,,,,"MULTILINESTRING ((-122.46066 37.767445, -122.46074 37.76738, -122.46146 37.767002, -122.461815 37.766857, -122.46195 37.766853, -122.462425 37.7669, -122.46264 37.7669, -122.46293 37.766857, -122.46437 37.766426))"
11983000,MARTIN LUTHER KING JR,DR,07TH AVE,09TH AVE,0,,,,,,,,"MULTILINESTRING ((-122.46437 37.766426, -122.46519 37.766224, -122.46534 37.76621, -122.46559 37.7662, -122.46594 37.766254, -122.46619 37.766327, -122.466415 37.76647))"
11981000,MARTIN LUTHER KING JR,DR,KEZAR DR,BOWLING GREEN DR,0,,,,,,,,"MULTILINESTRING ((-122.458626 37.767197, -122.458885 37.767338, -122.45905 37.76739, -122.45982 37.76752, -122.46013 37.76752, -122.46066 37.767445))"
11989000,MARTIN LUTHER KING JR,DR,STOW LAKE DR,CROSSOVER DR,0,,,,,,,,"MULTILINESTRING ((-122.47327 37.76705, -122.47352 37.766964, -122.47524 37.766464, -122.47583 37.766315, -122.47679 37.766117, -122.47735 37.766056))"
11988000,MARTIN LUTHER KING JR,DR,STOW LAKE DR,STOW LAKE DR,0,,,,,,,,"MULTILINESTRING ((-122.47263 37.767532, -122.47269 37.76744, -122.47286 37.767254, -122.473114 37.767113, -122.47327 37.76705))"
11986000,MARTIN LUTHER KING JR,DR,CONCOURSE DR,SOUTH TEA GARDEN DR,0,,,,,,,,"MULTILINESTRING ((-122.46832 37.768772, -122.46872 37.768944, -122.469124 37.769085, -122.46974 37.769203))"
11997000,MARTIN LUTHER KING JR,DR,MCCLAINS BEND,UNNAMED #173,0,,,,,,,,"MULTILINESTRING ((-122.504105 37.765522, -122.50558 37.765472, -122.50599 37.765438, -122.50642 37.765373, -122.50679 37.765293, -122.507675 37.765034, -122.50796 37.76493))"
11985000,MARTIN LUTHER KING JR,DR,MIDDLE EAST DR,CONCOURSE DR,0,,,,,,,,"MULTILINESTRING ((-122.46699 37.76801, -122.46729 37.768185, -122.46832 37.768772))"
11993000,MARTIN LUTHER KING JR,DR,METSON RD,SUNSET BLVD,0,,,,,,,,"MULTILINESTRING ((-122.49099 37.765404, -122.49137 37.76537, -122.49171 37.765366, -122.4922 37.765385, -122.492485 37.765404, -122.49302 37.76544, -122.49408 37.765526, -122.49485 37.765553, -122.49542 37.76553, -122.49605 37.765457))"
11994000,MARTIN LUTHER KING JR,DR,SUNSET BLVD,MIDDLE WEST DR,0,,,,,,,,"MULTILINESTRING ((-122.49605 37.765457, -122.496445 37.76541, -122.49705 37.765343, -122.497574 37.76526, -122.49807 37.76517, -122.498344 37.765137))"
11990000,MARTIN LUTHER KING JR,DR,CROSSOVER DR,TRANSVERSE DR,0,,,,,,,,"MULTILINESTRING ((-122.47735 37.766056, -122.47756 37.766033, -122.47798 37.76597, -122.47825 37.76591))"
11995000,MARTIN LUTHER KING JR,DR,MIDDLE WEST DR,41ST AVE,0,,,,,,,,"MULTILINESTRING ((-122.498344 37.765137, -122.498604 37.76504, -122.499115 37.764866, -122.49943 37.764774, -122.49954 37.764755, -122.49979 37.76474, -122.50018 37.764755, -122.500336 37.764767, -122.50085 37.76484))"
11996000,MARTIN LUTHER KING JR,DR,41ST AVE,MCCLAINS BEND,0,,,,,,,,"MULTILINESTRING ((-122.50085 37.76484, -122.50279 37.765194, -122.50284 37.765217, -122.504105 37.765522))"
11984000,MARTIN LUTHER KING JR,DR,09TH AVE,MIDDLE EAST DR,0,,,,,,,,"MULTILINESTRING ((-122.466415 37.76647, -122.46643 37.76671, -122.46647 37.76697, -122.46657 37.767525, -122.46664 37.76768, -122.46671 37.767807, -122.46677 37.767876, -122.46699 37.76801))"
8788000,MARVEL,CT,32ND AVE,END: 1-99 BLOCK,0,,,,,,,,"MULTILINESTRING ((-122.492455 37.782906, -122.49329 37.782867))"
8792000,MARVIEW,WAY,AQUAVISTA WAY,FARVIEW CT,0,,,,,,,,"MULTILINESTRING ((-122.449554 37.754135, -122.44913 37.75431, -122.448875 37.75436, -122.44871 37.754425, -122.44857 37.754597, -122.448586 37.75478, -122.44876 37.754993, -122.44909 37.755253, -122.44941 37.755432, -122.44952 37.75559, -122.44956 37.75588))"
8791000,MARVIEW,WAY,FREDELA LN,AQUAVISTA WAY,0,,,,,,,,"MULTILINESTRING ((-122.4497 37.754066, -122.449554 37.754135))"
8790000,MARVIEW,WAY,SKYVIEW WAY,FREDELA LN,0,,,,,,,,"MULTILINESTRING ((-122.45 37.75393, -122.4497 37.754066))"
8789000,MARVIEW,WAY,PANORAMA DR,SKYVIEW WAY,0,,,,,,,,"MULTILINESTRING ((-122.4507 37.753613, -122.45 37.75393))"
8795000,MARY,ST,NATOMA ST,HOWARD ST,0,,,,,,,,"MULTILINESTRING ((-122.406235 37.7813, -122.40571 37.780872))"
8794000,MARY,ST,MINNA ST,NATOMA ST,0,,,,,,,,"MULTILINESTRING ((-122.4067 37.781673, -122.406235 37.7813))"
8793000,MARY,ST,MISSION ST,MINNA ST,0,,,,,,,,"MULTILINESTRING ((-122.40724 37.782116, -122.4067 37.781673))"
8797000,MARYLAND,ST,25TH ST,26TH ST,0,,,,,,,,"MULTILINESTRING ((-122.382935 37.75311, -122.382805 37.751823))"
8798000,MARYLAND,ST,26TH ST,CESAR CHAVEZ ST,0,,,,,,,,"MULTILINESTRING ((-122.382805 37.751823, -122.38268 37.750553))"
8796000,MARYLAND,ST,24TH ST,25TH ST,0,,,,,,,,"MULTILINESTRING ((-122.383064 37.754345, -122.382935 37.75311))"
19515000,MASON,ST,PENNINGTON ST,OLD MASON ST,0,,,,,,,,"MULTILINESTRING ((-122.46515 37.803288, -122.46362 37.803123))"
19854000,MASON,ST,CRISSY FIELD AVE,HAMILTON ST,0,,,,,,,,"MULTILINESTRING ((-122.467735 37.80347, -122.46746 37.803658))"
8832000,MASON,ST,COLUMBUS AVE,LOMBARD ST,0,,,,,,,,"MULTILINESTRING ((-122.412895 37.802177, -122.413025 37.802822))"
8835000,MASON,ST,WATER ST,FRANCISCO ST,0,,,,,,,,"MULTILINESTRING ((-122.413345 37.8044, -122.413414 37.80468))"
8834000,MASON,ST,CHESTNUT ST,WATER ST,0,,,,,,,,"MULTILINESTRING ((-122.41321 37.803757, -122.413345 37.8044))"
8827000,MASON,ST,UNION ST,KENT ST,0,,,,,,,,"MULTILINESTRING ((-122.41246 37.800026, -122.41251 37.80032))"
8826000,MASON,ST,WEBB PL,UNION ST,0,,,,,,,,"MULTILINESTRING ((-122.41241 37.79976, -122.41246 37.800026))"
8825000,MASON,ST,WINTER PL,WEBB PL,0,,,,,,,,"MULTILINESTRING ((-122.41239 37.799713, -122.41241 37.79976))"
8823000,MASON,ST,VALLEJO ST,GREEN ST,0,,,,,,,,"MULTILINESTRING ((-122.41208 37.79816, -122.41227 37.79909))"
8822000,MASON,ST,BROADWAY,VALLEJO ST,0,,,,,,,,"MULTILINESTRING ((-122.41187 37.797127, -122.41208 37.79816))"
8821000,MASON,ST,PACIFIC AVE,BROADWAY,0,,,,,,,,"MULTILINESTRING ((-122.411705 37.796288, -122.41187 37.797127))"
8831000,MASON,ST,GREENWICH ST,COLUMBUS AVE,0,,,,,,,,"MULTILINESTRING ((-122.412834 37.801888, -122.412895 37.802177))"
8830000,MASON,ST,VALPARAISO ST,GREENWICH ST,0,,,,,,,,"MULTILINESTRING ((-122.41274 37.801426, -122.412834 37.801888))"
19514000,MASON,ST,LIVINGSTON ST,PENNINGTON ST,0,,,,,,,,"MULTILINESTRING ((-122.46585 37.80339, -122.465546 37.803337, -122.46515 37.803288))"
8836000,MASON,ST,FRANCISCO ST,VANDEWATER ST,0,,,,,,,,"MULTILINESTRING ((-122.413414 37.80468, -122.413506 37.805145))"
19521000,MASON,ST,LUNDEEN ST,UNNAMED #063,0,,,,,,,,"MULTILINESTRING ((-122.451645 37.804546, -122.450905 37.804638))"
8829000,MASON,ST,FILBERT ST,VALPARAISO ST,0,,,,,,,,"MULTILINESTRING ((-122.41264 37.80096, -122.41274 37.801426))"
8837000,MASON,ST,VANDEWATER ST,BAY ST,0,,,,,,,,"MULTILINESTRING ((-122.413506 37.805145, -122.41359 37.805614))"
8838000,MASON,ST,BAY ST,NORTH POINT ST,0,,,,,,,,"MULTILINESTRING ((-122.41359 37.805614, -122.41377 37.80655))"
8801000,MASON,ST,ELLIS ST,O'FARRELL ST,20,,,20210316000000,210316-037,,L,21-01721,"MULTILINESTRING ((-122.409485 37.78528, -122.40967 37.786198))"
8839000,MASON,ST,NORTH POINT ST,BEACH ST,0,,,,,,,,"MULTILINESTRING ((-122.41377 37.80655, -122.41396 37.807476))"
19517000,MASON,ST,UNNAMED #153,BANK ST,0,,,,,,,,"MULTILINESTRING ((-122.46219 37.80359, -122.4618 37.803696, -122.460464 37.804024, -122.46004 37.804142, -122.4578 37.804424))"
19524000,MASON,ST,LUNDEEN ST,LYON ST,0,,,,,,,,"MULTILINESTRING ((-122.44854 37.804955, -122.44831 37.80499))"
19523000,MASON,ST,UNNAMED #064,LUNDEEN ST,0,,,,,,,,"MULTILINESTRING ((-122.45023 37.80472, -122.449974 37.804756, -122.44854 37.804955))"
19522000,MASON,ST,UNNAMED #063,UNNAMED #064,0,,,,,,,,"MULTILINESTRING ((-122.450905 37.804638, -122.45023 37.80472))"
8828000,MASON,ST,KENT ST,FILBERT ST,0,,,,,,,,"MULTILINESTRING ((-122.41251 37.80032, -122.41264 37.80096))"
8800000,MASON,ST,EDDY ST,ELLIS ST,20,,,20210316000000,210316-037,,L,21-01721,"MULTILINESTRING ((-122.409294 37.784344, -122.409485 37.78528))"
8833000,MASON,ST,LOMBARD ST,CHESTNUT ST,0,,,,,,,,"MULTILINESTRING ((-122.413025 37.802822, -122.41321 37.803757))"
8824000,MASON,ST,GREEN ST,WINTER PL,0,,,,,,,,"MULTILINESTRING ((-122.41227 37.79909, -122.41239 37.799713))"
19518000,MASON,ST,BANK ST,HALLECK ST,0,,,,,,,,"MULTILINESTRING ((-122.4578 37.804424, -122.45593 37.804665, -122.45522 37.804756, -122.45491 37.8047, -122.454666 37.804512, -122.45455 37.80418))"
19516000,MASON,ST,OLD MASON ST,UNNAMED #153,0,,,,,,,,"MULTILINESTRING ((-122.46362 37.803123, -122.46318 37.803238, -122.4624 37.80353, -122.46219 37.80359))"
19513000,MASON,ST,MCDONALD ST,LIVINGSTON ST,0,,,,,,,,"MULTILINESTRING ((-122.46679 37.803547, -122.46585 37.80339))"
8817000,MASON,ST,SHEPHARD PL,WASHINGTON ST,0,,,,,,,,"MULTILINESTRING ((-122.411255 37.794056, -122.411354 37.79452))"
19512000,MASON,ST,HAMILTON ST,MCDONALD ST,0,,,,,,,,"MULTILINESTRING ((-122.46746 37.803658, -122.46679 37.803547))"
8840000,MASON,ST,BEACH ST,JEFFERSON ST,0,,,,,,,,"MULTILINESTRING ((-122.41396 37.807476, -122.414154 37.808414))"
8813000,MASON,ST,SACRAMENTO ST,EWER PL,0,,,,,,,,"MULTILINESTRING ((-122.410995 37.792755, -122.41108 37.793167))"
8814000,MASON,ST,EWER PL,MALVINA PL,0,,,,,,,,"MULTILINESTRING ((-122.41108 37.793167, -122.41112 37.793377))"
8804000,MASON,ST,GEARY ST,DERBY ST,20,,,20210316000000,210316-037,,L,21-01721,"MULTILINESTRING ((-122.40986 37.787144, -122.40992 37.787426))"
8815000,MASON,ST,MALVINA PL,CLAY ST,0,,,,,,,,"MULTILINESTRING ((-122.41112 37.793377, -122.41117 37.793636))"
8799000,MASON,ST,MARKET ST,EDDY ST,20,,,20210316000000,210316-037,,L,21-01721,"MULTILINESTRING ((-122.408936 37.783283, -122.40913 37.783516, -122.409294 37.784344))"
8805000,MASON,ST,DERBY ST,POST ST,20,,,20210316000000,210316-037,,L,21-01721,"MULTILINESTRING ((-122.40992 37.787426, -122.41004 37.78808))"
8816000,MASON,ST,CLAY ST,SHEPHARD PL,0,,,,,,,,"MULTILINESTRING ((-122.41117 37.793636, -122.411255 37.794056))"
8806000,MASON,ST,POST ST,SUTTER ST,20,,,20210316000000,210316-037,,L,21-01721,"MULTILINESTRING ((-122.41004 37.78808, -122.41023 37.789013))"
8820000,MASON,ST,JOHN ST,PACIFIC AVE,0,,,,,,,,"MULTILINESTRING ((-122.41161 37.795845, -122.411705 37.796288))"
8808000,MASON,ST,BUSH ST,HOOKER ALY,0,,,,,,,,"MULTILINESTRING ((-122.41042 37.789948, -122.41051 37.790386))"
8818000,MASON,ST,WASHINGTON ST,JACKSON ST,0,,,,,,,,"MULTILINESTRING ((-122.411354 37.79452, -122.41153 37.795403))"
8807000,MASON,ST,SUTTER ST,BUSH ST,0,,,,,,,,"MULTILINESTRING ((-122.41023 37.789013, -122.41042 37.789948))"
8803000,MASON,ST,ELWOOD ST,GEARY ST,20,,,20210316000000,210316-037,,L,21-01721,"MULTILINESTRING ((-122.40976 37.786655, -122.40986 37.787144))"
8809000,MASON,ST,HOOKER ALY,PINE ST,0,,,,,,,,"MULTILINESTRING ((-122.41051 37.790386, -122.41061 37.790874))"
8802000,MASON,ST,O'FARRELL ST,ELWOOD ST,20,,,20210316000000,210316-037,,L,21-01721,"MULTILINESTRING ((-122.40967 37.786198, -122.40976 37.786655))"
8810000,MASON,ST,PINE ST,NOB HILL PL,0,,,,,,,,"MULTILINESTRING ((-122.41061 37.790874, -122.41074 37.791527))"
8819000,MASON,ST,JACKSON ST,JOHN ST,0,,,,,,,,"MULTILINESTRING ((-122.41153 37.795403, -122.41161 37.795845))"
8811000,MASON,ST,NOB HILL PL,CALIFORNIA ST,0,,,,,,,,"MULTILINESTRING ((-122.41074 37.791527, -122.410805 37.79183))"
8812000,MASON,ST,CALIFORNIA ST,SACRAMENTO ST,0,,,,,,,,"MULTILINESTRING ((-122.410805 37.79183, -122.410995 37.792755))"
19520000,MASON,ST,MARSHALL ST,LUNDEEN ST,0,,,,,,,,"MULTILINESTRING ((-122.45295 37.804382, -122.451645 37.804546))"
19519000,MASON,ST,HALLECK ST,MARSHALL ST,0,,,,,,,,"MULTILINESTRING ((-122.45455 37.80418, -122.45295 37.804382))"
8858000,MASONIC,AVE,JAVA ST,PIEDMONT ST,0,,,,,,,,"MULTILINESTRING ((-122.444534 37.76642, -122.44451 37.7663, -122.44416 37.765953))"
0,MASONIC,AVE,O'FARRELL ST,TURK ST,25,,,,,,,,"MULTILINESTRING ((-122.4475 37.781063, -122.44703 37.778618))"
8842000,MASONIC,AVE,EUCLID AVE,GEARY BLVD,30,,,,,,,,"MULTILINESTRING ((-122.44761 37.78508, -122.44756 37.784992, -122.44753 37.7849, -122.447136 37.783024, -122.44716 37.782703, -122.44721 37.78257, -122.44729 37.782387))"
0,MASONIC,AVE,GOLDEN GATE AVE,MCALLISTER ST,25,,,,,,,,"MULTILINESTRING ((-122.44683 37.777664, -122.44646 37.775795))"
0,MASONIC,AVE,TURK ST,GOLDEN GATE AVE,25,,,,,,,,"MULTILINESTRING ((-122.44703 37.778618, -122.44683 37.777664))"
8857000,MASONIC,AVE,FREDERICK ST,JAVA ST,0,,,,,,,,"MULTILINESTRING ((-122.44472 37.76742, -122.44471 37.767303, -122.444534 37.76642))"
8861000,MASONIC,AVE,ROOSEVELT WAY,LOMA VISTA TER,0,,,,,,,,"MULTILINESTRING ((-122.44192 37.76529, -122.44207 37.76532, -122.4432 37.765335, -122.44334 37.765327))"
8841000,MASONIC,AVE,PINE ST,EUCLID AVE,30,,,,,,,,"MULTILINESTRING ((-122.446594 37.786297, -122.446724 37.78624, -122.44684 37.786182, -122.44752 37.785408, -122.44759 37.78527, -122.44761 37.78519, -122.44761 37.78508))"
8859000,MASONIC,AVE,PIEDMONT ST,UPPER TER,0,,,,,,,,"MULTILINESTRING ((-122.44416 37.765953, -122.44353 37.765316))"
8853000,MASONIC,AVE,OAK ST,PAGE ST,0,,,,,,,,"MULTILINESTRING ((-122.4457 37.772076, -122.44552 37.771137))"
0,MASONIC,AVE,GEARY BLVD,O'FARRELL ST,25,,,,,,,,"MULTILINESTRING ((-122.44729 37.782387, -122.44763 37.781467, -122.4475 37.781063))"
8854000,MASONIC,AVE,PAGE ST,HAIGHT ST,0,,,,,,,,"MULTILINESTRING ((-122.44552 37.771137, -122.445335 37.770206))"
0,MASONIC,AVE,FULTON ST,GROVE ST,25,,,,,,,,"MULTILINESTRING ((-122.44627 37.774868, -122.446075 37.77393))"
8860000,MASONIC,AVE,UPPER TER,LOMA VISTA TER,0,,,,,,,,"MULTILINESTRING ((-122.44353 37.765316, -122.44334 37.765327))"
0,MASONIC,AVE,HAYES ST,FELL ST,25,,,,,,,,"MULTILINESTRING ((-122.44589 37.77299, -122.4457 37.772076))"
0,MASONIC,AVE,GROVE ST,HAYES ST,25,,,,,,,,"MULTILINESTRING ((-122.446075 37.77393, -122.44589 37.77299))"
8855000,MASONIC,AVE,HAIGHT ST,WALLER ST,0,,,,,,,,"MULTILINESTRING ((-122.445335 37.770206, -122.44516 37.769333, -122.44509 37.76928))"
8856000,MASONIC,AVE,WALLER ST,FREDERICK ST,0,,,,,,,,"MULTILINESTRING ((-122.44509 37.76928, -122.44472 37.76742))"
0,MASONIC,AVE,MCALLISTER ST,FULTON ST,25,,,,,,,,"MULTILINESTRING ((-122.44646 37.775795, -122.44627 37.774868))"
8862000,MASSACHUSETTS,ST,25TH ST,END: 0-0 BLOCK,0,,,,,,,,"MULTILINESTRING ((-122.380974 37.753223, -122.38088 37.752026))"
8863000,MASSACHUSETTS,ST,24TH ST,25TH ST,0,,,,,,,,"MULTILINESTRING ((-122.381096 37.75446, -122.380974 37.753223))"
8864000,MASSASOIT,ST,FRANCONIA ST,RUTLEDGE ST,0,,,,,,,,"MULTILINESTRING ((-122.407585 37.74488, -122.4086 37.745125))"
8866000,MATEO,ST,LAIDLEY ST,CHENERY ST,0,,,,,,,,"MULTILINESTRING ((-122.42951 37.73691, -122.42896 37.73638))"
8867000,MATEO,ST,CHENERY ST,ARLINGTON ST,0,,,,,,,,"MULTILINESTRING ((-122.42896 37.73638, -122.42841 37.73585))"
8868000,MATEO,ST,ARLINGTON ST,END: 300-399 BLOCK,0,,,,,,,,"MULTILINESTRING ((-122.42841 37.73585, -122.428154 37.7356))"
8865000,MATEO,ST,BEMIS ST,LAIDLEY ST,0,,,,,,,,"MULTILINESTRING ((-122.43006 37.737446, -122.42951 37.73691))"
8869000,MATTHEW,CT,ESPANOLA ST,END: 1-25 BLOCK,0,,,,,,,,"MULTILINESTRING ((-122.37992 37.731277, -122.380264 37.731403))"
19526000,MAULDIN,ST,MCDONALD ST,HAMILTON ST,0,,,,,,,,"MULTILINESTRING ((-122.46647 37.80429, -122.467705 37.804638))"
19525000,MAULDIN,ST,LIVINGSTON ST,MCDONALD ST,0,,,,,,,,"MULTILINESTRING ((-122.46558 37.80407, -122.46647 37.80429))"
8874000,MAYFAIR,DR,HEATHER AVE,SPRUCE ST,0,,,,,,,,"MULTILINESTRING ((-122.452896 37.785763, -122.45324 37.785717))"
8872000,MAYFAIR,DR,MANZANITA AVE,IRIS AVE,0,,,,,,,,"MULTILINESTRING ((-122.451225 37.785973, -122.45206 37.785866))"
8871000,MAYFAIR,DR,COLLINS ST,MANZANITA AVE,0,,,,,,,,"MULTILINESTRING ((-122.45038 37.78608, -122.451225 37.785973))"
8873000,MAYFAIR,DR,IRIS AVE,HEATHER AVE,0,,,,,,,,"MULTILINESTRING ((-122.45206 37.785866, -122.452896 37.785763))"
8870000,MAYFAIR,DR,LAUREL ST,COLLINS ST,0,,,,,,,,"MULTILINESTRING ((-122.44997 37.78613, -122.45038 37.78608))"
8876000,MAYFLOWER,ST,CARVER ST,BRADFORD ST,0,,,,,,,,"MULTILINESTRING ((-122.41 37.742416, -122.40938 37.742397))"
8878000,MAYFLOWER,ST,PERALTA AVE,FRANCONIA ST,0,,,,,,,,"MULTILINESTRING ((-122.40876 37.742374, -122.40814 37.74235))"
8879000,MAYFLOWER,ST,FRANCONIA ST,HOLLADAY AVE,0,,,,,,,,"MULTILINESTRING ((-122.40814 37.74235, -122.40741 37.74232))"
8875000,MAYFLOWER,ST,START: 190-199 BLOCK,CARVER ST,0,,,,,,,,"MULTILINESTRING ((-122.41021 37.742424, -122.41 37.742416))"
8877000,MAYFLOWER,ST,BRADFORD ST,PERALTA AVE,0,,,,,,,,"MULTILINESTRING ((-122.40938 37.742397, -122.40876 37.742374))"
8881000,MAYNARD,ST,CRAUT ST,CONGDON ST,0,,,,,,,,"MULTILINESTRING ((-122.42825 37.72928, -122.42601 37.729393))"
8883000,MAYNARD,ST,GLADSTONE DR,TRUMBULL ST,0,,,,,,,,"MULTILINESTRING ((-122.42378 37.729504, -122.42356 37.729515, -122.42327 37.729595, -122.42302 37.729702, -122.422874 37.72981, -122.42269 37.729984, -122.42258 37.73017, -122.42251 37.73038, -122.422485 37.730766))"
